TTD,TCAR,RACP,pass_at,SCS,commitment_final,T,config,dataset
40,0.8547008547008547,1.0,1.0,0.8599999999990654,0.0,117,Reactive stage-aware,GOAD-sample
24,0.9154929577464789,0.0,1.0,0.8780000519990653,0.0,71,Reactive stage-aware,GOAD-sample
30,0.898876404494382,0.0,1.0,0.9100001191990651,0.0,89,Reactive stage-aware,GOAD-sample
24,0.8428571428571429,0.0,1.0,0.8599999999990654,0.0,70,Reactive stage-aware,GOAD-sample
22,0.859375,0.0,1.0,0.8599999999990654,0.0,64,Reactive stage-aware,GOAD-sample
30,0.8620689655172413,0.0,1.0,0.8920000671990652,0.0,87,Reactive stage-aware,GOAD-sample
36,0.8691588785046729,0.0,1.0,0.8780000519990653,0.0,107,Reactive stage-aware,GOAD-sample
26,0.88,0.0,1.0,0.8780000519990653,0.0,75,Reactive stage-aware,GOAD-sample
35,0.8529411764705882,1.0,1.0,0.8479999135990656,0.0,102,Reactive stage-aware,GOAD-sample
112,0.5495495495495496,1.0,1.0,0.5047319902521319,0.0,111,Local artefact generation,openworlds-ad-trajectories
86,0.611764705882353,1.0,1.0,0.42216031779865715,0.0,85,Local artefact generation,openworlds-ad-trajectories
107,0.6415094339622641,1.0,1.0,0.4961761685307308,0.0,106,Local artefact generation,openworlds-ad-trajectories
104,0.5825242718446602,1.0,1.0,0.5026296172168301,0.0,103,Local artefact generation,openworlds-ad-trajectories
62,0.6721311475409836,1.0,1.0,0.46409704741102437,0.0,61,Local artefact generation,openworlds-ad-trajectories
62,0.6229508196721312,1.0,1.0,0.5633183392083878,0.0,61,Local artefact generation,openworlds-ad-trajectories
60,0.6101694915254238,1.0,1.0,0.6246725808193859,0.0,59,Local artefact generation,openworlds-ad-trajectories
107,0.7075471698113207,1.0,1.0,0.682306654411233,0.0,106,Local artefact generation,openworlds-ad-trajectories
